numero_national_de_structure;libelle;sigle;annee_de_creation;type_de_structure;code_de_type_de_structure;code_de_niveau_de_structure;site_web;adresse;code_postal;commune;nom_du_responsable;prenom_du_responsable;titre_du_responsable;label_numero;tutelles;sigles_des_tutelles;code_de_nature_de_tutelle;nature_de_tutelle;uai_des_tutelles;siret_des_tutelles;code_de_type_de_tutelle;type_de_tutelle;numero_de_structure_enfant;numero_de_structure_parent;numero_de_structure_historique;type_de_succession;code_de_type_de_succession;annee_d_effet_historique;code_domaine_scientifique;domaine_scientifique;code_panel_erc;panel_erc;fiche_rnsr
200923871M;Equipe scientifique « Plasmas spatiaux » - Laboratoire de physique des plasmas;LPP;2009;Equipe interne;1;1;http://www.lpp.polytechnique.fr;LPP - Ecole Polytechnique – Route de Saclay;91128;Palaiseau Cedex;RETINO,LEBLANC,MIRIONI,LE CONTEL;Alessandro,Frederic,Laurent,Olivier;;;Observatoire Paris,Ecole Polytechnique,Centre national de la recherche scientifique,Sorbonne Université,Institut polytechnique de Paris,Université Paris-Saclay,Université Paris sciences et lettres;OBSV.PARIS,EC. POLYTECHNIQUE,CNRS,SORBONNE UNIV.,IP PARIS,U PARIS-SACLAY,PSL;AUT_ETAB,AUT_ETAB,EPST,UNIV,AUT_ETAB,UNIV,UNIV;Autres établissements ESR,Autres établissements ESR,Organismes de type EPST,Université,Autres établissements ESR,Université,Université;0753496T,0911568K,0753639Y,0755890V,0912403T,0912408Y,0756036D;19753496900013,19911568400011,18008901303720,13002338500011,13002562000019,13002602400054,13002614900018;TUTE,TUTE,TUTE,TUTE,TUTE,TUTE,PART;établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle,établissement participant;;201019049S;;;;;3;Sciences de la terre et de l'univers, espace;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200923871M&PUBLIC=OK
201023979A;ISP - INGENIERIE DES SYSTEMES POLYMERES;;2010;Equipe interne;1;1;http://umet.univ-lille1.fr/;Université de Lille - Cité Scientifique - Bâtiment C6;59650;Villeneuve d'Ascq;LYSKAWA,GAUCHER;Joel,Valérie;Responsable,Responsable;;Centrale Lille Institut,Centre national de la recherche scientifique,Institut national de recherche pour l'agriculture, l'alimentation et l'environnement,Université de Lille (EPE);CLI,CNRS,INRAE,LILLE;AUT_ETAB,EPST,EPST,UNIV;Autres établissements ESR,Organismes de type EPST,Organismes de type EPST,Université;0597139P,0753639Y,0597239Y;19590349700012,18008901303720,18007003901803,13002975400012;TUTE,TUTE,TUTE,TUTE;établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle;;201019109G;;;;;4;Chimie;PE5;Synthetic Chemistry and Materials : New materials and new synthetic approaches, structure-properties relations, solid state chemistry, molecular architecture, organic chemistry;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201023979A&PUBLIC=OK
201023980B;MPGM - METALLURGIE PHYSIQUE ET GENIE DES MATERIAUX;;2010;Equipe interne;1;1;http://umet.univ-lille1.fr/;Université de Lille - Cité Scientifique - Bâtiment C6;59650;Villeneuve d'Ascq;BECQUART,TOUZIN;Charlotte,Matthieu;Responsable,Responsable;;Centrale Lille Institut,Centre national de la recherche scientifique,Institut national de recherche pour l'agriculture, l'alimentation et l'environnement,Université de Lille (EPE);CLI,CNRS,INRAE,LILLE;AUT_ETAB,EPST,EPST,UNIV;Autres établissements ESR,Organismes de type EPST,Organismes de type EPST,Université;0597139P,0753639Y,0597239Y;19590349700012,18008901303720,18007003901803,13002975400012;TUTE,TUTE,TUTE,TUTE;établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle;;201019109G;;;;;4;Chimie;PE8;Products and Processes Engineering : Product and process design, chemical, civil, environmental, mechanical, vehicle engineering, energy processes and relevant computational methods;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201023980B&PUBLIC=OK
202023801N;Récepteurs nucléaires et rythmes circadiens en physio-pathologie - Nuclear Receptors in the Circadian Rhythm;;2020;Equipe interne;1;1;https://u1011.pasteur-lille.fr/;Institut Pasteur de Lille, 1 rue du Professeur Calmette;59019;LILLE;DUEZ;Hélène;;;Institut national de la sante et de la recherche medicale,Institut Pasteur de Lille,Centre Hospitalier Universitaire de Lille,Université de Lille (EPE);INSERM,INST PASTEUR LILLE,CHUL,LILLE;EPST,FONDATION,MEDIC,UNIV;Organismes de type EPST,Fondation et institut particulier (Institut pasteur, Institut Curie, etc.),Etablissements de santé,Université;0755364Y,0596852C,0597239Y;18003604800015,78369683400010,26590671900017,13002975400012;TUTE,TUTE,TUTE,TUTE;établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle;;201019064H;;;;;5;Biologie, médecine et santé;LS4;Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases);https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023801N&PUBLIC=OK
202023845L;Sénescence, fibrose et cancer;;2020;Equipe interne;1;1;http://www.canther.fr;Institut de Biologie de Lille / Institut Pasteur de Lille, 1 Rue Pr Calmette;59000;LILLE;ABBADIE;Corinne;;;Centre national de la recherche scientifique,Institut national de la sante et de la recherche medicale,Institut Pasteur de Lille,Université de Lille (EPE),Centre Hospitalier Universitaire de Lille;CNRS,INSERM,INST PASTEUR LILLE,LILLE,CHUL;EPST,EPST,FONDATION,UNIV,MEDIC;Organismes de type EPST,Organismes de type EPST,Fondation et institut particulier (Institut pasteur, Institut Curie, etc.),Université,Etablissements de santé;0753639Y,0755364Y,0596852C,0597239Y;18008901303720,18003604800015,78369683400010,13002975400012,26590671900017;TUTE,TUTE,TUTE,TUTE,PART;établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle,établissement participant;;202023551S;;;;;5;Biologie, médecine et santé;LS4;Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases);https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023845L&PUBLIC=OK
200623854G;Traduction et médiation;;2006;Equipe interne;1;1;https://cecille.univ-lille.fr/axes-de-recherche/04-traduction-et-mediation/;Université de Lille  - Domaine Universitaire du Pont de Bois - BP 60149;59650;Villeneuve d'Ascq;OSTER,PERRIER;Corinne,Marie;Responsable,Responsable;;Université de Lille (EPE);LILLE;UNIV;Université;0597239Y;13002975400012;TUTE;établissement tutelle;;200615320F;;;;;6;Sciences humaines et humanités;SH5;Texts and Concepts : Literary studies, literature, philosophy;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200623854G&PUBLIC=OK
201023989L;ER5 - Efficacité énergétique et habitat dans son environnement urbain (Emmanuel ANTCZAK);;2010;Equipe interne;1;1;https://www.lgcge.fr/recherches/equipes-de-recherche/er5/;;;;ANTCZAK;Emmanuel;DIR;;Université Artois;ARTOIS;UNIV;Université;0623957P;19624401600016;TUTE;établissement tutelle;;201019043K;;;;;8;Sciences pour l'ingénieur;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201023989L&PUBLIC=OK
202023974B;Régulation des signaux de division;;2020;Equipe interne;1;1;http://ugsf-umr-glycobiologie.univ-lille1.fr;Université de Lille - Cité Scientifique - Bâtiment SN3;;;CAILLIAU MAGGIO;Katia;;;Centre national de la recherche scientifique,Université de Lille (EPE);CNRS,LILLE;EPST,UNIV;Organismes de type EPST,Université;0753639Y,0597239Y;18008901303720,13002975400012;TUTE,TUTE;établissement tutelle,établissement tutelle;;199812904P;;;;;5;Biologie, médecine et santé;LS3;Cell Biology, Development, Stem Cells and Regeneration : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023974B&PUBLIC=OK
202124020X;Institut des Maladies Métaboliques et Cardiovasculaires;I2MC;2021;Unité mixte;22;2;http://www.i2mc.inserm.fr;CHU Rangueil, 1 Avenue Jean Poulhès, BP 84225;31432;TOULOUSE CEDEX 4;Langin;Dominique;DIR;U 1297,UMR 1297;Institut national de la sante et de la recherche medicale,Université de Toulouse EPE;INSERM,UT;EPST,UNIV;Organismes de type EPST,Université;0755364Y,0313218E;18003604800015,93827139200012;TUTE,TUTE;établissement tutelle,établissement tutelle;;;201119371M;renouvellement;R;2021;5;Biologie, médecine et santé;LS4;Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases);https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202124020X&PUBLIC=OK
202024031N;Brain Biology and Chemistry;BBC;2020;Equipe interne;1;1;http://lilncog.eu/equipe-bbc/;Faculté de Médecine Pole Recherche, Place de Verdun;59045;LILLE Cedex;MELNYK;Patricia;;;Institut national de la sante et de la recherche medicale,Université de Lille (EPE);INSERM,LILLE;EPST,UNIV;Organismes de type EPST,Université;0755364Y,0597239Y;18003604800015,13002975400012;TUTE,TUTE;établissement tutelle,établissement tutelle;;202023567J;;;;;5;Biologie, médecine et santé;LS5;Neuroscience and Disorders of the Nervous System : Nervous system development, homeostasis and ageing, nervous system function and dysfunction, systems neuroscience and modelling, biological basis of cognitive processes and of behaviour, neurological and mental disorders;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202024031N&PUBLIC=OK
202024042A;France Cohortes;;2020;Unité mixte;22;2;https://francecohortes.org/;48 rue Albert;75013;Paris;REY,SLAMA;Grégoire,Rémy;DIR;US 47;Institut national de la sante et de la recherche medicale,Institut national d'études démographiques,Sorbonne Université,Université Paris Cité,Université Paris-Saclay;INSERM,INED,SORBONNE UNIV.,U PARIS Cité,U PARIS-SACLAY;EPST,EPST,UNIV,UNIV,UNIV;Organismes de type EPST,Organismes de type EPST,Université,Université,Université;0755364Y,0755360U,0755890V,0755976N,0912408Y;18003604800015,18003702000039,13002338500011,13002573700011,13002602400054;TUTE,TUTE,TUTE,TUTE,TUTE;établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle;;;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202024042A&PUBLIC=OK
202424476E;URCATECH;URCATECH;2024;Structures Fédératives de Recherche;3;3;;51 rue Cognac Jay;51100;Reims;LEPAGNOL-BESTEL;Aude-Marie;DIR;;Université Reims Champagne-Ardenne;REIMS;UNIV;Université;0511296G;19511296600799;TUTE;établissement tutelle;;;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202424476E&PUBLIC=OK
202124050E;Service de thermo-hydraulique et de mécanique des fluides;STMF;2021;Unité propre;21;2;;;;;GAVOILLE;Pierre;DIR;;Commissariat à l'énergie atomique et aux énergies alternatives,Université Paris-Saclay;CEA,U PARIS-SACLAY;EPIC,UNIV;Organismes de type EPIC,Université;0912281K,0912408Y;77568501900587,13002602400054;TUTE,PART;établissement tutelle,établissement participant;;;200118576S;éclatement;E;2021;8;Sciences pour l'ingénieur;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202124050E&PUBLIC=OK
200612558D;Mécanismes adaptatifs et Evolution;MECADEV;2006;Unité mixte;22;2;http://www.mecadev.cnrs.fr;1-4 Avenue du petit Château;91800;BRUNOY;PIFFERI;Fabien;;UMR 7179,UMR 7179;Muséum National d'Histoire Naturelle Paris,Centre national de la recherche scientifique;MUSEUM PARIS,CNRS;AUT_ETAB,EPST;Autres établissements ESR,Organismes de type EPST;0753494R,0753639Y;18004417400019,18008901303720;TUTE,TUTE;établissement tutelle,établissement tutelle;;;200311848V,200317315M;"fusion;fusion";"F;F";"2006;2006";3,5,10;Sciences de la terre et de l'univers, espace,Biologie, médecine et santé,Sciences agronomiques et écologiques;LS9;Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200612558D&PUBLIC=OK
202124075G;Laboratoire d'Etudes Sociologiques sur la Construction et la Reproduction Sociales;LESCORES;2021;Unité propre;21;2;https://lescores.uca.fr;Maison des Sciences Humaines - 4 rue Ledru - TSA 70402;63057;CLERMONT-FERRAND;ROCHE,WOOLLVEN,ROINSARD;Agnès,Marianne,Nicolas;DIR,Directrice adjointe,Directeur adjoint;;Université Clermont Auvergne  (EPE);U Clermont Auvergne;UNIV;Université;0632084Y;13002806100013;TUTE;établissement tutelle;;200610832C;;;;;6;Sciences humaines et humanités;"SH3;SH2";The Social World and Its Interactions : Sociology, social psychology, education sciences, communication studies,Institutions, Governance and Legal Systems : Political science, international relations, law;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202124075G&PUBLIC=OK
202124110V;Groupe à 5 ans Génomique fonctionnelle comparative;;2021;Unité mixte;22;2;https://research.pasteur.fr/en/team/comparative-functional-genomics/;Institut Pasteur, 25-28 rue du Docteur Roux;75724;Paris Cedex 15;BERTHELOT;Camille;DIR;U 1351;Institut national de la sante et de la recherche medicale,Institut Pasteur;INSERM,INSTITUT PASTEUR;EPST,FONDATION;Organismes de type EPST,Fondation et institut particulier (Institut pasteur, Institut Curie, etc.);0755364Y,0755366A;18003604800015,77568489700017;TUTE,TUTE;établissement tutelle,établissement tutelle;;200621928N,201220446B;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202124110V&PUBLIC=OK
202424493Y;Biofonderie de l'Alliance Sorbonne Université;BFSU;2024;Unité mixte;22;2;;SORBONNE UNIV, Bâtiment Cassan, 7, Quai Saint-Bernard,;75005;PARIS;CROZET,LEMAIRE;Pierre,Stephane;DIR-ADJ,DIR;UAR 2037,US 62;Université de Technologie de Compiègne,Centre national de la recherche scientifique,Institut national de la sante et de la recherche medicale,Sorbonne Université;UT COMPIEGNE,CNRS,INSERM,SORBONNE UNIV.;UNIV,EPST,EPST,UNIV;Université,Organismes de type EPST,Organismes de type EPST,Université;0601223D,0753639Y,0755364Y,0755890V;19601223100169,18008901303720,18003604800015,13002338500011;TUTE,TUTE,TUTE,TUTE;établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle;;;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202424493Y&PUBLIC=OK
202124114Z;Analyse, ingénierie et contrôle des micro-organismes;MICROCOSME;2021;Unité propre;21;2;https://www.inria.fr/fr/microcosme;;38334;Saint Ismier;ROPERS;Delphine;;;Institut national de la recherche en informatique et automatique,Université Grenoble Alpes;INRIA,GRENOBLE ALPES;EPST,UNIV;Organismes de type EPST,Université;0780491K,0383493R;18008904700013,13002139700018;TUTE,TUTE;établissement tutelle,établissement tutelle;;199218244V;;;;;1,5;Mathématiques et leurs interactions,Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202124114Z&PUBLIC=OK
202124155U;Neurophysiologie et Comportement;;2021;Equipe interne;1;1;https://www.bio.espci.fr/-Philippe-Faure-Alexandre-Mourot-Neurophysiology-and-Behavior-;10 rue Vauquelin;75005;PARIS;FAURE,MOUROT;Philippe,Alexandre;DIR,co directeur;;Ecole Supérieure de Physique et Chimie Industrielle de la Ville de Paris;ESPCI PARIS;AUT_ETAB;Autres établissements ESR;0753429V;20000068500012;TUTE;établissement tutelle;;;;;;;5;Biologie, médecine et santé;LS5;Neuroscience and Disorders of the Nervous System : Nervous system development, homeostasis and ageing, nervous system function and dysfunction, systems neuroscience and modelling, biological basis of cognitive processes and of behaviour, neurological and mental disorders;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202124155U&PUBLIC=OK
202224179R;Halieutique Grand Ouest;RBE-HALGO;2022;Equipe interne;1;1;;IFREMER - Centre de Nantes - Rue de l'Ile d'Yeu - BP 21105;44311;Nantes Cedex 03;TRENKEL;Verena;DIR;;Institut Francais de Recherche pour l'Exploitation de la Mer;IFREMER;EPIC;Organismes de type EPIC;0922262J;33071536800032;TUTE;établissement tutelle;;202224183V,201122269M;201122287G,201122296S;"fusion;fusion";"F;F";"2022;2022";10;Sciences agronomiques et écologiques;LS8;Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202224179R&PUBLIC=OK
201924216U;Institut Natura e Teoria en Pirenèus;INTP;2019;Unité propre;21;2;http://intp.science;173 Route de la Courbière;09400;Surba;Barbier;Matthieu;DIR;;Institut Natura e Teoria en Pirenèus;INTP;PRIVE;Société de droit privé française;;89268494500017;TUTE;établissement tutelle;;;;;;;10;Sciences agronomiques et écologiques;"LS8;PE1";Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,Mathematics : All areas of mathematics, pure and applied, plus mathematical foundations of computer science, mathematical physics and statistics;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201924216U&PUBLIC=OK
